title,author,publisher,year,pages,tags,description
고요한 사건(여름의 빌라),백수린,문학동네,2020,,"문학, 200~300쪽, 소설","주인공 가족은 재개발 이익을 노리고 지방에서 서울로 이사를 감행한다. 어느 날 재개발 소식이 동네에 돌기 시작하고, 동네가 허물어지길 바라는 사람들과 갈 곳이 없는 사람들 간에 갈등이 벌어진다. 길고양이를 돌보던 아저씨까지 폭행당하는데, 그 누구도 아저씨를 돕지 않는다. 캄캄한 밤, 뭔가를 해야 한다고 생각한 주인공은 정작 나가지 못하고 고양이 사체 위로 눈이 쌓이는 모습을 기웃거린다. 온 동네가 하얀 눈으로 덮인 고요한 배경 속에서 벌어지는 어처구니 없는 사건들, 절대 고요할 수 없는 사건을 통해 우리를 돌아볼 수 있다."
고요한 우연,김수빈,문학동네,2023,232,"문학, 200~300쪽, 소설","주인공 수현의 시선 끝에 언제나 동경과 선망의 대상인 같은 반 친구 '고요'와 '정후'가 있다. 수현은 동경의 대상도 평범한 자신과 비슷하고, 보잘것없다고 여겼던 자신도 누군가에게 특별한 존재가 될 수 있다는 것을 알게 된다. 평범하고 내세울 것 없는 주인공이 점차 변화하는 모습이 잔잔한 감동으로 다가온다."
고장난 거대 기업,이영면 외,양철북,2013,284,"인문사회, 200~300쪽, 교양","우리의 경제는 나날이 성장하는데도 왜 기업은 스스로 착해지지 않는지, 영유아를 사망으로 내몰았던 네슬러의 사건처럼, 대기업의 잘못과 무책임한 사례를 보여준다."
고장난 하루,"아나 알론소,하비에르 펠레그린",라임,2019,136,"문학, 200쪽 이하, 소설","강박증을 가진 아나는 언제 일어날지 모를 발작 때문에 불안한 일상을 이어간다. 어느 날 자신을 좋아한다고 고백한 같은 반 남자 친구를 만나면서 베를린으로 떠나는 수학여행도 가기로 마음 먹는데, 열여섯 살 소녀의 용기있는 도전과 우정이야기"
고장난 하루,"아나 알론소,하비에르 펠레그린",라임,2019,136,"문학, 200쪽 이하, 소설","강박증을 가진 아나는 언제 일어날지 모를 발작 때문에 불안한 일상을 이어간다. 어느 날 자신을 좋아한다고 고백한 같은 반 남자 친구를 만나면서 베를린으로 떠나는 수학여행도 가기로 마음 먹는데, 열여섯 살 소녀의 용기있는 도전과 우정 이야기"
고통 구경하는 사회,김인정,웨일북,2023,276,"인문사회, 200~300쪽, 교양","매체가 고통과 재난을 어떻게 다루는지, 우리가 재난을 어떻게 관망하고 있는지 알려주는 책. 우리가 때때로 선량한 차별주의가 되는 것처럼, 타인의 고통과 재난을 보기 좋은 구경거리로 여기는 것은 아닌지 반성하게 한다. 언론인의 치열한 고민을 엿볼 수 있다."
고통 구경하는 사회,김인정,웨일북,2023,275,"인문사회, 200~300쪽, 교양",누군가의 고통을 보여주는 직업인 기자가 남의 고통을 쉽게 소비하는 현실에 대해 죄책감을 가지고 끊임없이 묻는다. SNS를 통해 너무나 무감각하게 접하게 되는 사회적인 사건과 재해를 받아들이는 태도에 대해 생각하게 한다. 언론인을 꿈꾸는 학생이 읽어도 좋겠다.
고통에 공감한다는 착각,이길보라,창비,2023,208,"인문사회, 200~300쪽, 시","이 책을 읽고 나면 건방지게 다른 사람의 마음에 공감한다는 표현을 쓰고 살았다는 반성을 하게 된다. 그리고 세상에는 우리가 생각하기 힘든, 상상하기조차 힘든 고통과 불편이 있다는 것을 생각하고, 세상을 다시 바라보게 된다. 왜 우리가 일반인이 아닌 비장애인이라는 말도 이해를 해야 하는지 깨달을 수 있는 책."
고통에 이름을 붙이는 사람들,노동환경건강연구소,포도밭,2021,276,"인문사회, 200~300쪽, 교양","산업재해, 일터에서 일어나는 사고에 대한 보고서."
고통은 나눌 수 있는가,엄기호,나무연필,2018,304,"인문사회, 300쪽 이상, 교양","사랑과 정의의 이름으로, 사회적으로 존재하기 위해 자신의 고통을 전시하면서 소비하고 있는 것은 아닐까. 고통을 겪는 이들뿐만 아니라 주변에서 그들의 곁을 지키는 이들조차 함께 무너져가고 있는 것은 아닐까. 저자는 켜켜이 쌓여 있는 고통의 지층을 한 겹씩 들여다보면서 발견하고 성찰해나간 우리 시대 고통의 지질학을 보여주고 있다."
"곤(Gone) 1, 2",수신지,굴프레스,2019,524,"기타, 300쪽 이상, 만화","낙태죄가 생긴 1953년 이후 한 번이라도 낙태 수술을 받은 경험이 있는 여성은 징역형을 받는 법이 생겼다는 가정 하에 벌어지는 일들을 그렸다. 남자, 여자, 기혼, 미혼 각각의 입장에서 임신, 출산, 육아를 바라보는 미묘한 입장 차이를 표정과 대사로 잘 드러내 많은 생각거리를 던져준다."
"곤(Gone) 1, 2",수신지,굴프레스,2019,524,"기타, 300쪽 이상, 만화","낙태죄가 생긴 1953년 이후 한 번이라도 낙태 수술을 받은 경험이 있는 여성은 징역형을 받는 법이 생겼다는 가정 하에 벌어지는 일들을 그렸다. 남자, 여자, 기혼, 미혼 각각의 입장에서 임신, 출산, 육아를 바라보는 미묘한 입장 차이를 표정과 대사로 잘 드러내 많은 생각거리를 던져준다."
"골든 아워 1, 2",이국종,흐름출판,2018,816,"과학, 300쪽 이상, 에세이","17년간 외상외과 의사로서 맞닥뜨린 냉혹한 현실, 고뇌와 사색, 의료 시스템에 대한 문제의식 등을 기록했다."
곰씨의 의자,노인경,문학동네,2016,72,"기타, 200쪽 이하, 교양",조용히 살던 곰이 토끼 가족과 함께 살게 되면서 자기 공간과 시간을 침범하는 토끼들 때문에 불편을 겪다 여러 방법으로 불편을 극복해 보려고 노력하면서 속마음을 말하고 관계를 유지하는 긍정적 태도를 보여주는 책. 생각거리가 많다.
곰의 부탁,진형민,문학동네,2020,192,"문학, 200쪽 이하, 소설","성소수자, 배달 노동자, 여성, 난민 등 경계 위에 선 청소년들이 꿋꿋이 살아가는 이야기가 부담 없이 잘 읽힌다. 작가는 무심코 별 거 아닌듯 이야기를 풀어가고 있지만 아이들은 각자 힘든 상황 속에서도 치열하게 살아가고 있다."
공감의 반경,장대익,바다출판사,2022,296,"과학, 200~300쪽, 교양",진화학자가 인간의 사회성에 대한 최신 연구를 정리하며 인간의 본성을 설명한 책.
공범들의 도시,표창원,김영사,2013,448,"인문사회, 300쪽 이상, 교양",범죄수사분석 전문가와 인터뷰한 내용으로 한국의 범죄 대응체계를 설명한 책.
공부 공부,엄기호,따비,2017,292,"인문사회, 200~300쪽, 교양",실생활에 쓰이지 않는 공부에 대한 문제를 제기하는 책.
공설운동장(탬버린),김유담,창비,2020,,"문학, 200~300쪽, 소설","지방 소도시에서 나고 자란 '나'는 근사한 미래를 꿈꾸며 고향을 떠나지만, 서울살이는 고단하다. 결국 '나'는 대학 2학년을 마치자마자 휴학을 하고, 고향으로 다시 내려간다. 다시 찾은 고향에서 '나'는 쇠창살을 앞에 둔 죄수가 된 기분을 느낀다. '나'가 줄곧 느끼는 복통은 이 시대의 젊은 '지방러'들이 내는 신음이기도 하다. '지방러'로서 아이들의 생각, 고민을 진솔하게 꺼낼 수 있는 소설이다."
공원에서,앤서니 브라운,웅진주니어,2021,40,"기타, 200쪽 이하, 교양","두 가족이 공원에 간다. 엄마와 아이, 반려견, 아빠와 아이, 반려견 가족이 공원에서 겪는 자기 관점에서의 이야기, 우리는 어떻게 세상을 인식하고 있는지 깊이 생각하게 하는 책이다."
공정 이후의 세계,김정희원,창비,2022,263,"인문사회, 200~300쪽, 교양","완벽하게 공정한 경쟁'을 표방하는 능력주의 담론을 해체하는 책. 개념과 사례가 조화를 이루어 설득력이 있다. 비정규직 문제, 할당제 등 한국 사회의 논쟁적인 이슈에 대해 이야기를 나누기도 좋다."
공정 이후의 세계,김정희원,창비,2022,263,"인문사회, 200~300쪽, 교양","완벽하게 공정한 경쟁'을 표방하는 능력주의 담론을 해체하는 책. 개념과 사례가 조화를 이루어 설득력이 있다. 비정규직 문제, 할당제 등 한국 사회의 논쟁적인 이슈에 대해 이야기를 나누기도 좋다."
공정감각,나임윤경,문예출판사,2023,368,"인문사회, 300쪽 이상, 교양","청소노동자 고소 사건 이후 온라인 대학교 커뮤니티 플랫폼 <에브리타임>에는 고소를 지지하는, 청소노동자들을 향한 혐오표현이 난무하는 글들이 수없이 올라왔다. 이후 연세대 나임윤경 교수의 <사회문제와 공정> 강의 계획서가 온라인에서 화제가 되었고, 이 책은 <에브리타임>을 민주적 공론장으로 기대했던 수강생들의 삭제된(혹은 삭제될) 글들 모음집이다. 공정감각에 대한 성찰, 20대의 다양한 사유를 엿볼 수 있다."
공정감각,나임윤경,문예출판사,2023,368,"인문사회, 300쪽 이상, 교양","연세대 청소노동자 고소 사건 이후 온라인 대학교 커뮤니티 플랫폼 <에브리타임>에는 고소를 지지하는, 청소노동자들을 향한 혐오표현이 난무하는 글들이 수없이 올라왔다. 이후 나임윤경 교수의 <사회문제와 공정> 강의 계획서가 온라인에서 화제가 되었고, 이 책은 <에브리타임>을 민주적 공론장으로 기대했던 수강생들의, 삭제된(혹은 삭제될) 글들 모음집이다. 공정감각에 대한 성찰, 20대의 다양한 사유를 엿볼 수 있고 자료로 인용할 만한 글이 많다."
공정하다는 착각,마이클센델,와이즈베리,2020,420,"인문사회, 300쪽 이상, 시",능력주의의 오류를 날카롭게 지적하는 책으로 공정함에 대해 다시 생각하게 된다.
공정하다는 착각,마이클센델,와이즈베리,2020,420,"인문사회, 300쪽 이상, 시",능력주의의 오류를 날카롭게 지적하는 책으로 공정함에 대해 다시 생각하게 된다.
과정 중심 피드백,"김선, 반재천",아멕,2020,231,"인문사회, 200~300쪽, 교양","과정 중심 평가에서 피드백이 중요하다는 이야기는 들었지만 막상 피드백에 관해서는 구체적으로 알지 못할 때, 내가 수업에서 무엇을 어떻게 할 수 있는지 지침을 준다. 강추!"
"과학, 리플레이",가치를꿈꾸는과학교사모임,양철북,2016,276,"과학, 200~300쪽, 교양","대강, 맞춤아기, 반도체 공정, 세균과 항생제, 송전탑 등 10가지 최신 사회 이슈를 과학의 눈으로 들여다보고 있다."
과학의 품격,강양구,사이언스북스,2019,448,"과학, 300쪽 이상, 교양","시민으로서 과학하기, 과학알기가 무엇인지 알려준다. 초반에 나온 황우석 박사 이슈부터 과학이 왜 문화로 기능을 하는지, 우리가 잘못 알고 있는 상식들은 어떤 것인지 차근차근 알려준다. 과학도 품격이 있어야 한다!"
과학하고 앉아있네(10권 시리즈),원종우 외,동아시아,2018,1224,"과학, 300쪽 이상, 교양","과학 강의나 강연 등 다양한 프로그램과 이벤트를 통해 과학을 해석하고 의미를 부여하는 ""과학과 인문학의 만남""을 이야기하는 것이 팟캐스트 '과학하고 앉아있네'의 주제이다. '과학하고 앉아있네' 과학 팟캐스트를 책으로 만들었다."
광장 (광장),윤이형,워크룸프레스,2019,,"문학, 200~300쪽, 만화","촛불 혁명 이후 한국 사회에서 사람들은 광장을 어떻게 경험하고 있는지를 생각해볼 수 있다. 또 하나의 광장이라고 할 수 있는 온라인 채팅방에서 웹툰 작가들이 나누는 이야기를 중심으로 전개된다. 평등한 연대는 가능한가, 연대 안에 감춰진 폭력의 가능성 등에 대해 의견을 나누어볼 수 있다. 토론 거리가 많은 작품."
광장에 서다,윤혜숙 외,별숲,2017,256,"인문사회, 200~300쪽, 소설","해방 공간 좌우 대립, 한국 전쟁, 419, 전태일, 6월 항쟁, 외환 위기, 촛불 집회"
광화문 골목집에서,최은규,시공사,2019,248,"인문사회, 200~300쪽, 소설","해방 후 혼란기, 각자 신분이 다른 세 청춘 나비, 영선, 을수가 펼쳐 가는 사랑과 도전. 역사적 인물과 사건이 탄탄하니 타임머신을 타고 1947년 서울을 다녀온 느낌. 역사를 좋아하지 않아도 재밌게 읽힌다."
"괜찮아, 인생의 비를 먼저 맞았을 뿐이야","김인숙, 남민영",휴 (休),2016,296,"문학, 200~300쪽, 에세이",질풍노도의 10대를 지나온 아이들이 성장통을 겪는 또래들에게 전하는 진솔한 메시지를 담았다.
괜찮지 않습니다,최지은,알에이치코리아,2017,248,"인문사회, 200~300쪽, 교양",챕터별로 정리 되어 있어 수업할 때 발췌독으로 읽으면 좋음. 예능이 여자아이돌을 소비하는 방식이 인상적임.
괴괴한 날씨와 착한 사람들,임솔아,문학과지성사,2017,124,"문학, 200쪽 이하, 소설",임솔아는 소설을 쓰고 시도 쓴다. 이 시집은 어두운 세계와 그 속에서 묵묵하게 살아가는 존재를 보여주는데 그 모습에 공감하며 읽게 된다.
괴물×과학 안내서,곽재식,우리학교,2020,284,"과학, 200~300쪽, 교양","흡혈귀, 도깨비, 늑대인간, 불사조 등 여러 괴물에 대한 이야기를 흥미있게 제시하면서 그 내용을 통해 발견할 수 있는 화학, 생물, 물리, 공학 등 과학적 지식을 알차게 풀어냈다. 재미와 지식을 동시에 충족할 수 있다."
교과서로 연극하자,"구민정, 권재원",다른,2018,292,"인문사회, 200~300쪽, 교양",교육연극을 활용한 수업 사례와 실제 노하우가 담긴 책. 시작(웜업)-중간(본 활동)-마무리(팔로우업) 순서로 교육연극 수업의 흐름을 정리하였다.
교도소에 들어가는 중입니다,김도영,봄름,2022,236,"문학, 200~300쪽, 에세이",수용자와 함께 철창 안에서 생활하는 것과 다름없지만 세간의 조명을 받지 못하는 직업인 ‘교도관’의 목소리를 담았다. 교도소의 현실에 관한 현직 교도관의 생생한 증언.
교사를 위한 대화법,김중수,휴머니스트,2020,328,"기타, 300쪽 이상, 교양","학교에서 교사가 어떤 대화법을 사용해야 하는지 방법을 제시하는 책. `마음 리더십`의 저자 김창오, 배미애 선생님의 대화법이 학교 현장에서 어떻게 적용되는지 사례 중심으로 소개되어 있음."
교사를 위한 대화법,김중수,휴머니스트,2020,328,"기타, 300쪽 이상, 교양","학교에서 교사가 어떤 대화법을 사용해야 하는지 방법을 제시하는 책. `마음 리더십`의 저자 김창오, 배미애 선생님의 대화법이 학교 현장에서 어떻게 적용되는지 사례 중심으로 소개되어 있음."
교사를 위한 비폭력 대화,김미경,우리학교,2022,400,"인문사회, 300쪽 이상, 교양","비폭력 대화의 기본 개념인 '관찰, 느낌, 필요, 부탁'을 교실의 실제상황에서 사례 중심으로 알기 쉽게 설명하여, 교사들의 상처받은 마음을 치유하고 지혜와 위로를 준다."
교사의 마음리더십,김창오,에듀니티,2014,416,"인문사회, 300쪽 이상, 교양",동료의 마음을 얻어야 학교 차원의 개혁이 가능한데 그 방법을 안내함. 책에 나온 내용은 동료와 연습이 필요함.
교사의 말,마이크 앤더슨,교육을 바꾸는 사람들,2021,256,"인문사회, 200~300쪽, 교양",교사가 평소에 쓰는 말들을 성찰할 수 있다. 교사 모임에서 같이 읽어도 좋은 책.
